,詞頻
水果彩椒,3
豬小里肌,3
細杏仁粉,3
義大利麵條,3
蒜鹽,3
茶包,3
焗烤乳酪絲,3
香料粉,3
洋蔥切碎,3
豬後腿瘦絞肉,3
韭菜,3
巧克力粉,3
檸檬(擠汁),3
【沛鮮】阿拉斯加野生鮭魚,3
奶油奶酪,3
粟米粒,3
竹籤,3
快樂牛低脂起司片,3
老薑片,3
扁魚,3
味素,3
棉布袋,3
青花椰,3
亞麻籽粉,3
魚膠粉,3
彩色甜椒,3
蘿蔔,3
日本茄子,3
花生油,3
小磨坊百里香葉,3
冷壓苦茶油,3
貢丸,3
低脂優格,3
低脂培根,3
吐司邊,3
白胡椒鹽,3
低脂豬絞肉,3
全麥麵包,3
魚鬆,3
蒜頭(切碎),3
奇亞子,3
豬皮,3
脫脂鮮奶,3
即食燕麥片,3
大阪燒醬,3
大蔥,3
明膠粉,3
元本山朝鮮海苔,3
蓮子,3
煎蛋,3
紅蘿蔔,3
茄汁,3
辣椒汁,3
小磨坊義大利香料,3
吉利丁,3
帕馬森起司刨絲,3
熟毛豆仁,3
鳥蛋,3
雞柳肉,3
辣椒碎,3
椰奶或牛奶,3
蒜茸,3
料理酒,3
薑米,3
豆包,3
小磨坊百搭香草,3
魚丸,2
美生蘿,2
綠巨人玉米粒,2
鯷魚切碎,2
配菜,2
杏鮑菇,2
苜宿芽,2
家樂氏Special K香脆麥米片,2
黑胡椒、鹽巴,2
聖女果,2
本廚房山葵和風沙拉醬,2
海蘆筍,2
馬鈴薯(切丁),2
黃金亞麻仁籽粉,2
紫洋蔥絲,2
乾蔥,2
粗粒黑胡椒粉,2
低脂美乃滋,2
桂冠light沙拉,2
大熱狗,2
百香果濃縮汁,2
羊奶起司,2
胡蘿蔔(小),2
有機紅高麗菜苗,2
紅蘿蔔（切丁）,2
黑木耳鮮奶凍,2
家樂氏Special K 香脆麥米片,2
果凍粉,2
甜椒（紅）,2
松板豬,2
芥末籽醬(可略),2
咖啡液,2
蒜粒粉,2
大亨堡麵包,2
青木瓜絲,2
熟食雞胸肉,2
紫洋蔥丁,2
調味料︰醬油膏,2
橙皮,2
調味料︰油,2
杏仁粒,2
檸檬醋,2
金煌芒果,2
切片蕃茄,2
番茄膏,2
蜂蜜芥末,2
柚香和風醬,2
瘦肉片,2
李錦記舊莊特級蠔油,2
五風堂-黃梅果醋,2
牛番茄 ,2
特級冷壓初榨橄欖油,2
(日本)太白粉,2
巴薩米克醋(紅酒醋),2
羅美(生菜),2
敏豆,2
食材︰綠竹筍,2
小顆洋蔥,2
有機苜蓿芽,2
玉女小番茄,2
無鹽香草,2
綠檸檬,2
食材︰豆腐,2
密封袋,2
美乃滋（100g）,2
芫荽（香菜）,2
綠竹筍(熟),2
蘋  果,2
湯種,2
杏仁果沙拉醬,2
冷藏鮭魚輪切,2
船凍透抽,2
香芹,2
小紅蕃茄,2
西芹菜,2
馬鈴薯絲,2
紫高麗,2
鹽巴 黑胡椒,2
泰式辣椒粉,2
橙,2
綠花耶菜,2
花生粒,2
米線,2
是拉差辣椒醬,2
紅蘿蔔切碎,2
市售咖哩塊,2
羅曼,2
南北杏,2
紅麴醬,2
小蕃茄切半,2
熟薏仁,2
壽司飯,2
魚卵(珍珠魚子),2
壽司蛋,2
梅花豬肉薄片,2
棕櫚糖或二砂,2
義式香草,2
希臘優格（好市多）,2
雪耳,2
花椰菜飯,2
乾燥奧勒岡,2
綠芥末醬,2
奶油起士,2
食材︰花生粉,2
太陽蛋,2
法式沙拉醬,2
亞麻籽,2
墨西哥香料,2
綜合原味堅果,2
食材︰茄子,2
食材︰辣椒,2
調味料︰蒜泥,2
熟馬鈴薯,2
鮑魚菇,2
馬鈴薯(切塊),2
乾辣椒片,2
蕎麥粉,2
義式香草鹽,2
美乃滋（沙拉醬）,2
水或牛奶,2
熟芝麻,2
亨氏番茄醬,2
煙燻紅椒粉,2
可爾必思,2
品高和風沙拉,2
濕黃豆渣,2
嫩葉生菜,2
台東有機Q梅,2
美姬菇,2
市售美乃滋,2
乳酪粉,2
素香鬆,2
嫩薑末,2
生白米,2
紫薯粉,2
牛膝草（乾燥）,2
黃糖,2
特級冷壓橄欖油,2
三色甜椒,2
黑胡椒蒜味鹽,2
胡蘿蔔(切丁),2
巴西里粉,2
鮪魚醬,2
羅蔓,2
食材︰木瓜,2
食材︰鳳梨,2
食材︰火龍果,2
沙拉醬（美乃滋）,2
小黃瓜1條,2
白葡萄,2
桑椹果醬,2
火龍果,2
蘋果,2
美國馬鈴薯,2
草莓丁,2
金色奇異果,2
日式高湯,2
薯泥,2
杏鮑菇(小),2
瑰寶去籽黑橄欖,2
佛卡夏麵包,2
蛋黃沙拉醬,2
其他水果,2
青花筍,2
茴香頭,2
百香果汁,2
海帶芽乾,2
無調味杏仁,2
食材︰奇異果,2
高麗菜(切絲),2
鮮榨檸檬汁,2
粗玉米粉,2
甜麵醬,2
牛奶或水,2
低鈉醬油,2
食材︰番茄,2
食材︰酪梨,2
食材︰蔥,2
食材︰嫩薑,2
蟳味棒,2
食材︰鹽,2
鹽/黑胡椒粒,2
鯰魚片,2
梨,2
大豆（水煮）,2
高粉,2
保鮮膜,2
天然香草精,2
花椒末,2
雀巢鷹牌煉乳,2
椰子水,2
中華高湯,2
義大利巴薩米克醋,2
五寶綜合堅果,2
小番茄剖半,2
即溶咖啡粉,2
蝦乾,2
香蒜奶油抹醬,2
二號砂糖,2
乾燥迷迭香,2
瘦牛絞肉,2
壽司海苔,2
卡菲萊姆葉,2
棉線,2
(小米)有機小米,2
雞肉丁,2
白花椰菜粒,2
黑松露醬,2
(小米)黑芝麻,2
(雞肉)雞胸肉,2
香菜(切碎),2
(蔬菜)四季豆,2
紅腰豆,2
松露鹽,2
西洋菇,2
(蔬菜)金針菇,2
南非煙燻粉,2
扇貝,2
甜彩椒,2
乳酪麵包,2
胡蘿蔔花,2
蒜頭切碎,2
椰菜,2
菜心,2
越式春捲皮,2
巧克力豆,2
艾許奶油,2
自製莎莎醬,2
燕麥粉,2
廣達香凱薩沙拉醬,2
馬鈴薯沙拉,2
美生菜絲,2
蔥(切幼丁),2
鹽花,2
研磨胡椒,2
蔬菜（自由搭配）,2
豬梅花肉片,2
發酵奶油,2
日式蔥鹽醬,2
蔥粒,2
無糖希臘優格,2
低脂希臘優格,2
新鮮巴西里葉,2
蔥花,2
是拉差沙律醬,2
動鮮,2
無鹽發酵奶油,2
冰雞蛋,2
豬肋排,2
小木耳,2
無糖花生粉,2
樂甘健S（顆粒）,2
小型牛番茄,2
羅望子,2
赤藻醣,2
常溫水,2
黑咖啡,2
無鹽奶油(室溫),2
蛋（室溫）,2
培根片,2
培根丁,2
葡萄柚果肉,2
薄鹽鯖魚,2
室溫雞蛋,2
迷迭香葉,2
元本山海苔,2
草莓味營養蛋白粉,2
珍珠糖,2
酪梨莎莎醬,2
融化的無鹽奶油,2
帕瑪森乳酪粉,2
小磨香油,2
熟香蕉,2
鮮乳,2
高蛋白,2
奶油餅乾乳清,2
鱸魚,2
低筋麵粉,2
卡宴辣椒粉,2
菇,2
白蘭地,2
桂冠花枝餃,2
植物性鮮奶油,2
cream cheese,2
"牛番茄, 切丁",2
檸檬切片,2
多利魚,2
梅花豬肉,2
美麗媞妮特級初榨橄欖油,2
堅果碎,2
酸豆末,2
薑黃粉/咖哩粉,2
香檳酒醋,2
雞肉火腿,2
鮮蘑菇,2
鈕扣巧克力,2
中型雞蛋,2
布里起司,2
鹽，黑胡椒,2
西班牙煙燻粉,2
無鹽奶油(or植物油),2
低鈉鹽,2
自製青醬,2
帕瑪善起司粉,2
小胡蘿蔔,2
米麵,2
黎麥,2
黃金芝麻醬,2
油揚豆皮,2
紅標純米料理米酒,2
橄欖醋,2
豌豆芽,2
中番茄,2
雞蛋液,2
蟹管肉,2
健康廚房黃金玄米油,2
紅蘿蔔(小型),2
乾百里香,2
脫脂魚湯,2
薑(切片),2
南瓜切丁,2
鹽與白胡椒,2
低鈉意粉醬,2
煙燻鴨胸,2
貝果,2
低脂芝士片,2
Real Salt頂級天然海鹽,2
醬油(醃料),2
法國長棍,2
調味料︰白醋,2
沙葛,2
大芒果,2
桂冠低卡美奶滋,2
蔥段,2
鹽巴+黑胡椒,2
柚子沙拉醬,2
新鮮百里香,2
純橄欖油,2
無糖優酪乳,2
楓康烘焙料理紙,2
蔓越莓或葡萄乾,2
淡口醬油,2
黑白胡椒粉,2
減鹽頭抽,2
蘇打餅乾,2
鹽、白胡椒粉,2
去皮去籽冬瓜,2
巴薩米克紅酒醋,2
去殼蝦仁,2
紅地瓜,2
牛羊肉末,2
高梁醋,2
洋蔥(切碎),2
紫地瓜,2
芹菜莖,2
紅蘿蔔（切絲）,2
新鮮白蝦,2
蘑菇(切片),2
蘋果絲,2
瘦肉碎,2
低脂Mozzarella芝士,2
起酥皮,2
各色甜椒,2
小蕃茄（對切）,2
無蛋沙拉醬,2
藍莓醬,2
白蘿蔔切塊,2
低糖豆漿,2
低脂芝士,2
蕃茄粒,2
新鮮水蜜桃,2
味霖或糖,2
福樂享吃蜂蜜優格,2
瘦碎肉,2
有機初榨橄欖油,2
花生醬粉,2
芥茉醬,2
沙拉醬汁,2
消化餅,2
紫薯泥,2
甜椒切塊,2
辣椒乾,2
辣椒（可省略）,2
粉紅岩鹽,2
【醃料】醬油,2
奶油乳酪creamcheese,2
鷹嘴豆粉,2
純釀醬油,2
雜菜豆,2
脆漿粉,2
醣,2
榨菜,2
海鹽和黑胡椒,2
有機烘焙生黃豆粉,2
烤箱上下火預熱,2
巴西里香料,2
糖心蛋,2
去籽黑橄欖,2
蘆筍丁,2
洋菜條,2
龍眼蜜,2
S&B生蒜泥醬,2
核果,2
當季水果,2
百里香葉,2
洋香菜粉,2
威士忌,2
小玉米筍,2
台灣洋蔥,2
鮪魚罐頭(水煮),2
水浸吞拿魚,2
紅色甜椒,2
海藻糖,2
五月花妙用廚房紙巾,2
帕瑪森起士,2
紫菜,2
有機水果沙拉,2
馬斯卡彭起司,2
薯仔,2
炸紅蔥頭,2
龍蝦沙拉醬,2
帝王椰棗,2
雞胸肉 (約120g),2
洋蔥（切碎）,2
芒果青,2
雞胸肉絞肉,2
小黃瓜、黃甜椒、番茄或五色蔬菜,2
蒜粉/黑胡椒粒,2
馬鈴薯或根莖類,2
低脂鮮乳,2
紅色洋蔥,2
新鮮酵母,2
全麥餅皮,2
生菜包,2
醬汁︰橄欖油,2
巴薩米克酒醋醬,2
橘甜椒,2
泰式辣雞醬,2
客家桔醬,2
Ikea燻鮭魚,2
永新胡麻醬,2
胡瓜,2
水餃,2
石榴醋,2
碗豆,2
洋蔥，切丁,2
醬汁︰蒜泥 (視喜好),2
醬汁︰香菜,2
百香果鳳梨果醬,2
杏仁碎,2
永新早餐抹醬,2
調味料︰梅粉,2
紅羅蔔,2
蘋果片,2
黑胡椒/海鹽,2
古斯古斯,2
罐頭鷹嘴豆,2
洋香菜末,2
豬里肌排,2
AK安康椰子油,2
AK安康健康營養穀片,2
新鮮薄荷,2
醬汁︰辣椒,2
煙三文魚,2
松阪豬肉,2
和風醬汁,2
中型草莓,2
西瓜挖球,2
費達起司,2
包菜,2
味碄,2
法式芥末子醬,2
藍莓乾,2
醬汁︰大蒜,2
蓮藕片,2
紅辣椒(可不加),2
調味料︰葵花油,2
巴沙米克醋,2
乾酵母,2
肉桂粉（可省）,2
吐司麵包切片（薄）,2
Egg,2
咖喱粉,2
高纖蛤蜊巧達濃湯,2
紅包心菜,2
低脂Mozzarella芝士碎,2
香菜切末,2
綜合胡椒,2
Balsamico,2
九層塔或羅勒,2
洋火腿,2
美奶滋沙拉,2
中型番茄,2
市售沙拉醬,2
冷凍花椰菜,2
青豆仁,2
黑酒醋,2
第一次冷榨橄欖油,2
和風柚子沙拉醬,2
無鹽奶油,2
蘋果（小）,2
大干貝,2
麻油/香油,2
好菇道-雪白菇,2
巴西里末,2
番茄(大),2
米酒或清酒,2
甜蝦,2
桔果蜜,2
墨西哥餅皮,2
鮑魚沙拉,2
柳丁汁,2
蘋果汁,2
法國麵包切片,2
洋蔥小的,2
蒜味香料,2
金針花,2
小黃瓜(可略),2
和風油醋醬,2
食醋,2
水果乾,2
青蘆筍,2
低脂美奶滋,2
龍舌蘭糖漿或蜂蜜,2
鹽及研磨胡椒,2
鹽、胡椒、糖,2
迷迭香料,2
紫洋蔥,2
薄荷葉，切碎,2
紅蘿波,2
調味料︰醋,2
紅心芭樂,2
富發【珍珠吉品鮑】,2
綠苦瓜,2
豆漿美乃滋,2
羊起司,2
黑胡椒碎,2
中等大小番茄,2
貝芽菜,2
S&B 生蒜泥醬,2
低筋麵粉/水手牌全粒粉,2
永新素食無蛋沙拉醬,2
綜合嫩葉生菜,2
魚片,2
有機豆腐,2
低筋麵粉/全粒粉,2
法式長棍麵包,2
彩色胡蘿蔔,2
永新美式沙拉醬/素食無蛋沙拉醬,2
台灣馬鈴薯,2
歐式生菜,2
飛魚卵香腸,2
芥末沙拉,2
辣味七味粉,2
麵粉/水手牌全粒粉,2
初醡橄欖油,2
白肉魚,2
黃色胡蘿蔔,2
鋁箔紙,2
全聯洋蔥,2
馬鈴薯中型,2
綠巨人玉米罐頭,2
小地瓜,2
9層塔,2
粘米粉,2
紫心地瓜,2
新加坡百勝廚Laksa叻沙拉麵,2
香菇醬油,2
核桃堅果,2
豬排,2
蝦皮,2
萵苣或蘿美,2
五香豆乾,2
菲力牛排,2
西班牙臘腸,2
鮭魚切片,2
無花果,2
玉米苗,2
蕃茄切片,2
餅乾,2
大蘋果,2
食用花,2
梅子醬,2
青檸酸辣黑菇醬,2
紐約客牛排,2
鹽巴黑胡椒,2
紅皮馬鈴薯,2
嫩菠菜,2
AK安康杏仁,2
午餐肉,2
甜筒,2
義大利螺旋麵,2
全聯有機豌豆嬰(免切洗生菜),2
全聯蘿蔓生菜(免切洗生菜),2
碎大蒜,2
麵條,2
黃檸檬皮刨絲,2
苦甜巧克力,2
碎核桃,2
綜合海藻,2
綠色生菜,2
市售優格,2
拉麵,2
蘋果(中型),2
甜辣醬,2
燻鴨胸,2
白醬油,2
桂冠原味（或低脂）沙拉,2
純米醋,2
沙拉米,2
美蘿生菜,2
櫻桃茄,2
白玉苦瓜,2
AK安康腰果,2
酥皮,2
木綿豆腐,2
綠捲鬚生菜,2
魚排,2
無糖純可可粉,2
沙拉基底,2
小番茄，對切,2
黑胡椒調味,2
日本醬油,2
起司醬,2
地瓜切塊,2
小顆蘋果切丁,2
泰式沙拉醬,2
巿售沙拉醬,2
德國煙燻香腸,2
南瓜(小顆),2
小花枝,2
雞胸肉片,2
小磨坊吃飯珍青鬆-鰹魚,2
水漬鮪魚罐頭,2
小磨坊法式香草風味料,2
草莓優格,2
黃瓜,2
巴西里或香菜,2
小磨坊七味唐辛子,2
普羅旺斯風味香料,2
香菜碎,2
豬肉薄片,2
剝皮辣椒,2
芥末粉,2
鹽麴,2
黑胡椒顆粒,2
捲葉萵苣,2
蘋果(切片),2
工研醋,2
新鮮雞蛋,2
鹽 Salt,2
諾鈣Ｃ,2
紫羅蘭洋蔥,2
馬鈴薯 Potato,2
萊姆皮,2
綠藤青花椰苗,2
綠藤紫高麗苗,2
大陸A菜,2
檸檬汁或巴薩米克醋,2
香草鹽,2
有機味噌,2
蕃茄，切片,2
福樂頂級希臘式優酪,2
現磨黑胡椒粉,2
美乃滋(沙拉醬),2
有機雞蛋,2
有機醬油,2
熟花生仁,2
蔗糖,2
細香蔥,2
蘋果小型,2
辣味紅椒粉,2
熟火腿,2
香橙,2
螺旋粉,2
市售沙拉,2
大白蝦,2
小型牛蕃茄（或小蕃茄）,2
小黃瓜，切小塊,2
蕃茄，切小塊,2
甜橙汁,2
太白粉/地瓜粉,2
白花菜,2
去殼鮮蝦,2
冷飯,2
紅心地瓜,2
洋蔥(切絲),2
玉米粒（罐裝）,2
小波菜,2
切達起司,2
熟雞絲,2
桂冠低脂沙拉,2
馬鈴薯（中）,2
皎白筍,2
蔬菜類,2
綜合乾燥香草,2
嫩薑碎,2
蒜味黑胡椒,2
XO醬,2
奶油（可加可不加）,2
麵,2
和牛火鍋肉片,2
果醬,2
鳳梨,2
橄欖油：,2
黑胡椒：,2
小磨坊紫蘇風味料,2
牛奶洋蔥,2
醬汁︰醋,2
指天椒（可省略）,2
豆奶,2
七彩胡椒,2
甜羅勒葉,2
即磨黑胡椒粉,2
日本蜜蘋果,2
火箭菜,2
A菜,2
藜麥飯,2
雞高湯或水,2
紅甜椒絲,2
綜合沙拉蔬菜,2
豆油伯金豆醬油,2
豆油伯鳳梨淳,2
魚蛋,2
細白砂糖,2
豬五花肉,2
細糖,2
鯷魚罐頭,2
山葵,2
蕃茄片,2
魴魚片,2
五香粉/白胡椒粉,2
炸油,2
普羅旺斯香料,2
淬釀日式和風醬油露-靜岡鰹魚,2
銀芽,2
羅勒粉,2
乾燥巴西里,2
欖橄油,2
七味唐辛子粉,2
紫萵苣,2
乳酪片,2
紅蘿蔔切丁,2
原味低脂優格,2
乳酪塊,2
橄欖油olive oil,2
洋蔥半顆,2
藜麥（紅藜＋黃藜）,2
摩洛哥香料粉,2
雞胸肉2塊,2
罐頭玉米,2
紫包心菜,2
新鮮迷迭香葉,2
梅花肉片,2
(調味料)檸檬汁,2
京水菜,2
紫蘇籽油,2
馬鈴薯蛋沙拉,2
羅美心生菜,2
乾乳酪,2
黑龍蔭油膏,2
燕麥粒,2
是拉差辣醬,2
季節水果,2
壽司醋或白醋,2
番茄（中型）,2
紅石榴果肉,2
Sargol等級番紅花,2
蒜頭，切末,2
好市多貝果,2
硬豆腐,2
有機洋蔥,2
鮭魚鬆,2
檸檬皮末,2
亨氏白醋,2
洋蔥（小）,2
馬鈴薯,2
雞高湯或蔬菜高湯,2
紅辣椒粉,2
多用途麵粉,2
時蘿,2
鴨胸肉,2
古斯米,2
花豆,2
有機紅蘿蔔,2
青/紅辣椒（可省略）,2
冷凍蝦,2
麥醋,2
墨魚香腸,2
紅椒、黃椒,2
山蘇,2
佛手瓜,2
蒜酥,2
【醬汁】鹽,2
海鹽.黑胡椒,2
【醬汁】檸檬汁,2
廣達香凱撒醬,2
蔓越莓乾或葡萄乾,2
紅蘿蔔中型,2
鴨蛋,2
美麗媞妮初榨橄欖油,2
mozzarella起司絲,2
酸梅,2
芝麻香油,2
醃漬橄欖,2
法式黃芥茉,2
【調味料】黑胡椒粒,2
醋或檸檬汁,2
馬鈴薯小顆,2
香草沙拉醬,2
海帶蒟蒻,2
"鹽,黑胡椒粉",2
蘿蔔泥,2
罐頭鳳梨,2
蒜香沙拉汁,2
貝殼麵(煮熟),2
Mozzarella起士,2
藍苺,2
滴雞精,2
義式油醋醬,2
紅醋,2
義大利蝴蝶結麵,2
蚵,2
小橘子,2
Feta羊起司,2
穀盛鹽麴,2
炸雞,2
黃芥末醬,2
熟玉米,2
鹽水,2
海苔酥,2
素鬆,2
c.陳年純釀米醋,2
b.味醂調味料,2
細麵,2
陳年葡萄醋,2
烤吐司,2
有機玉米筍,2
筍絲,2
優格,2
綜合生菜(baby leaf),2
原味希臘優格,2
傳統豆腐,2
生雞蛋,2
紅蘿蔔塊,2
甜柿,2
鮭魚肉,2
美乃滋(康寶),2
火腿絲,2
脆酥粉,2
黑橄欖切片,2
白蘿蔔絲,2
海苔香鬆,2
巴西里葉末,2
梨子,2
火腿切丁,2
鹽巴胡椒,2
粗胡椒粒,2
食材︰熟蝦仁,2
沙拉醬汁︰白醋,2
食材︰葡萄柚果粒,2
沙拉淋汁︰水,2
軟法,2
金黃奇異果,2
黑椒碎,2
蔥切末,2
小蝸妞蘋果果粒醬,2
亞麻仁籽粉,2
伏特加,2
蒙特婁香料,2
韭菜花,2
洋蔥切末,2
蘋果醋（或檸檬汁）,2
洋車前子,2
義式香料（可省略）,2
多香果,2
低醣手指餅乾,2
小豆蔻,2
胡妥,2
黑胡椒 白胡椒,2
快樂牛低脂乾酪,2
野菇（個人喜好）,2
馬士卡邦乳酪,2
100%可可粉,2
鹽巴 鮮味炒手,2
漢堡麵包,2
乳酪球,2
牛奶/豆漿,2
葵花子,2
牛蒡絲,2
糯米粉,2
冷凍藍莓,2
黑椒,2
亞麻仁籽,2
蒜頭（可省略）,2
小魚乾,2
杏仁細粉,2
芹菜種子,2
棉花糖,2
無水奶油(GHEE),2
鱈魚,2
洋菜粉,2
料酒,2
香菜莖碎,2
黑豆醬油(無小麥),2
紅蘿蔔碎,2
西洋芹切片,2
紅茶包,2
好市多綜合冷凍蔬菜,2
大漢板豆腐,2
抹茶,2
洋車前粉,2
酪梨醬,2
黃芥末籽醬,2
LE CREUSET鑄鐵鍋,2
Mozzarella 起司,2
黃金亞麻子細粉,2
椰子鮮奶油（鮮奶油）,2
月桂,2
葛縷子,2
八角茴香,2
滾燙熱水,2
蒟蒻條,2
葫蘆巴,2
印度酥油,2
蒔蘿種子,2
小麥胚芽,2
鹽與黑胡椒,2
燕麥麩皮,2
牛腱,2
攪拌器,2
奶油/椰子油,2
雞脾菇,2
墨西哥辣椒,2
醃製去皮雞胸肉,2
糖（可略）,2
黃耆,2
焙煎胡麻醬,2
鱸魚片,2
山胡桃,2
切碎的菠菜,2
Cream Cheese,2
好菇道鴻喜菇,2
板豆腐（義美）,2
預拌粉,2
全聯胡蘿蔔吐司,2
水或米酒,2
優質橄欖油,2
醃製豬排,2
黑糖蜜,2
香菜或蔥花,2
生蛋黃,2
梅花豬火鍋肉片,2
自製酸奶油,2
總統牌低脂起司,2
紫蘇油,2
奶油塊,2
水或高湯,2
寬冬粉,2
無調味醬油,2
羊奶羅馬乾酪,2
純可可粉,2
蒜香調味,2
Spark Shake 椰奶,2
高麗菜切片,2
蜜紅豆,2
雞皮,2
鹽 ,2
荸薺,2
傑克辣椒乾酪,2
Mascarpone,2
法芙娜可可粉,2
栗子地瓜(熟),2
黃椒、紅椒,2
無骨雞腿排,2
匈牙利紅甜椒,2
飲用水(冰or常溫),2
好市多冷凍鱸魚,2
好市多冷凍蝦仁,2
辣椒(可省略),2
壽喜菇,2
起司球,2
鹽（可省略）,2
奶克,2
果仁碎,2
熟黑芝麻粉,2
打發鮮奶油,2
玫瑰鹽/海鹽,2
去皮生雞胸肉,2
生黃豆粉,2
起司奶油,2
奇牙籽,2
葡萄乾,2
食用小蘇打粉,2
好市多帶尾蝦仁,2
蘿蔔絲,2
豬五花火鍋肉片,2
香草粉,2
蛋豆腐,2
豆腐麵,2
波特菇,2
沙茶醬（牛頭牌）,2
室溫開水,2
烤箱,2
蒟蒻粉,2
冷凍鱸魚（好市多）,2
香草精（可略）,2
滷包,2
優格醃製去皮雞胸肉,2
不溶乳酪丁,2
雞蛋（分蛋法）,2
豬肝,2
蒜香粉,2
米紙,2
杏仁粉Almond Flour,2
海鹽/玫瑰鹽,2
地瓜半顆,2
菜脯,2
全雞,2
Tabasco醬,2
蛋黃(室溫),2
牛油溶液,2
乳酪條,2
90%黑巧克力,2
紅蔥頭切碎,2
蘿蔔乾,2
酪梨切片,2
綠豆仁,2
無水奶油,2
鍋子,2
蝶豆花,2
醃漬橄欖切片,2
mozzarella,2
日本煎焙胡麻醬,2
義美馬芬,2
就這樣,2
pizza起司,2
桂格燕麥片,2
蔓越梅,2
白胡椒粒,2
燙熟雞胸肉,2
料理米酒,2
乾燥辣椒片,2
蛋皮,2
常溫開水,2
白豆蔻,2
冷凍蔓越莓,2
蔥（切段）,2
全麥薄餅,1
梨或蘋果,1
"鹽,黑胡椒,米酒",1
全聯草蝦,1
原味綜合堅果,1
淬釀日式和風醬油露,1
好市多烤大雞腿,1
冰水調味料 ︰蜂蜜,1
蔥片,1
調味和風沙拉醬,1
堅果.葡萄乾,1
義大利香料草,1
巴撒米可醋膏,1
砂糖10g+10g,1
冰水調味料 ︰鹽,1
豆豉,1
目蓿芽,1
烤雞胸肉,1
藍莓優格,1
全聯元氣番茄鍋,1
乾燥或新鮮巴西利,1
康寶濃縮鮮雞汁 ,1
煙肉,1
康寶美玉白汁 ,1
法式蔥,1
有機白酒醋,1
蜂蜜（可省）,1
冰水調味料 ︰冰水,1
Chiavalon頂級橄欖油,1
甜洋蔥,1
青豆(或其他深綠色蔬菜),1
牛肉丸,1
黑橄欖(罐頭)半罐,1
青玉檸檬汁或果醋、白酒醋,1
芹菜、切花,1
冰水調味料 ︰辣椒,1
透抽切絲(1/2 公分)、川燙,1
法國進口去皮番茄一罐,1
文旦剝皮、去籽,1
常溫牛奶,1
幼蘿蔓生菜,1
摩洛哥醃檸檬,1
煙燻鱈魚肝,1
胡椒，鹽,1
沙拉淋汁︰話梅,1
蛋液（塗表面用）,1
檸檬原汁或白醋,1
去籽椰棗,1
葡萄 ,1
辣椒(小),1
混合生豆,1
海苔芝麻鬆,1
"檸檬汁, 沙拉醬",1
黃豆渣（製作豆漿的餘料）,1
低脂起士片,1
檸檬 1/2個,1
中型地瓜,1
雞柳(雞里肌),1
無調味腰果,1
棒球南瓜,1
玉米粒罐,1
塔巴斯科辣椒醬,1
花椒油,1
美奶茲,1
費他乳酪,1
紅菜頭,1
沙拉醬(light),1
蔓越莓果乾（艾琳農坊）,1
黑芝麻(炒熟),1
佛手柑橄欖油,1
雞豆,1
鹽、胡椒粉、芥末醬,1
鱈魚嫩肝罐頭,1
通心面,1
鮭魚切丁,1
柚子醋含果肉,1
鹽、黑胡椒、香草,1
沙拉淋汁︰糖,1
綜合調味料,1
楓糖漿(蜂蜜),1
帶殼腰果 （艾琳農坊）,1
烹大師鰹魚口味,1
細蔥和煮熟毛豆,1
巴薩米可醋或檸檬汁,1
［調味料］芹菜末,1
黑米(不是糯米),1
味淋(可省略),1
七味粉(可省略),1
明蝦（小）,1
食材︰文旦果肉,1
芹菜梗,1
火鍋肉片（梅花豬肉）,1
全聯基隆手工天婦羅條,1
男爵馬鈴薯 (小),1
鹹蛋(蛋白與蛋黃分別切碎),1
宜蘭醉棗,1
魚露 fish sause,1
檸檬 lemon,1
白糖 white sugar,1
指天椒 (切碎),1
香菜 coriander,1
中種麵糰,1
製作主麵糰,1
辣椒 chilli,1
白豆乾,1
製作中種麵糰,1
*堅果:南瓜籽,1
黑、白木耳,1
洋蔥 onion,1
沙拉淋汁︰檸檬片,1
大蒜 garlic,1
醬料：,1
柚子皮（綠色）,1
［沙拉醬汁］白胡椒粉,1
［沙拉醬汁］鹽,1
［沙拉醬汁］糖,1
［沙拉醬汁］橄欖油,1
［沙拉醬汁］白醋,1
［沙拉醬汁］薑泥,1
銀芽（豆芽）,1
乾燥蒜末,1
雞腿片,1
切達起士口味乳酪,1
無鹽奶油(後放),1
九層塔 (不嗜可略),1
表面裝飾,1
嫩豆腐,1
細麥粒,1
泰式紅咖哩醬,1
薑，磨泥,1
蒜頭，磨泥,1
棕糖或椰糖,1
薄荷，蒔羅，香菜，綠蔥,1
新鮮青檸檬汁,1
烘烤過的花生，切碎,1
紅椒醬,1
薄荷葉，手撕小片,1
香菜葉，手撕小片,1
紅洋蔥，切細絲,1
碎番茄，碎黃瓜,1
胡椒粉，辣椒粉,1
小蕃茄，切對半,1
萵苣葉(約5~6杯),1
沙朗牛排/嫩後腰脊肉,1
麻油或香油,1
奶酪,1
紅/青辣椒,1
芫茜（可省略）,1
醃漬魚卵,1
酒釀玉荷包香腸,1
蛋液、沙拉、素香鬆,1
味島香鬆-瀨戶風味,1
潛艇堡麵包,1
有機芽菜,1
小青瓜,1
冷凍堅果饅頭,1
味滋康海陸鍋高湯,1
調味料(可略),1
沙拉醬汁︰橄欖油,1
沙拉醬汁︰蒜泥,1
沙拉醬汁︰鹽(或魚露),1
沙拉醬汁︰黑胡椒,1
芒果 ／1個(小size),1
淡醬油或和風醬油,1
沙拉淋汁︰蜂蜜,1
堅果類(無鹽),1
